city,country,latitude,longitude,month,year,text,message,messagetokens,text_string,text_string_fdist,text_string_lem,is_equal,emotion,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
AUB Farm,Lebanon,33.92624533,36.07876767,,1933,"        Hamdaniyeh was still strong and healthy, she moved with us to our own home that we started to build in 1933.  There she had her own stable and was a member of the riding group of the family for some years.  She kept her elegance and trotted and danced. As a trio, she her colt and myself, we used to ride to the sea shore, then unbuilt and uncrowded with cars.  By the approach of the Second World War, her eyesight started to fail and she began to get weak in the knees.  We found her a suitable home at the American University of Beirut farm in the Bekaa valley, where she ended her days among the green pastures of Lebanon. ","        hamdaniyeh was still strong and healthy, she moved with us to our own home that we started to build in 1933.  there she had her own stable and was a member of the riding group of the family for some years.  she kept her elegance and trotted and danced. as a trio, she her colt and myself, we used to ride to the sea shore, then unbuilt and uncrowded with cars.  by the approach of the second world war, her eyesight started to fail and she began to get weak in the knees.  we found her a suitable home at the american university of beirut farm in the bekaa valley, where she ended her days among the green pastures of lebanon. ","['hamdaniyeh', 'still', 'strong', 'healthy', 'moved', 'us', 'home', 'started', 'build', '1933', 'stable', 'member', 'riding', 'group', 'family', 'years', 'kept', 'elegance', 'trotted', 'danced', 'trio', 'colt', 'used', 'ride', 'sea', 'shore', 'unbuilt', 'uncrowded', 'cars', 'approach', 'second', 'world', 'war', 'eyesight', 'started', 'fail', 'began', 'get', 'weak', 'knees', 'found', 'suitable', 'home', 'american', 'university', 'beirut', 'farm', 'bekaa', 'valley', 'ended', 'days', 'among', 'green', 'pastures', 'lebanon']",hamdaniyeh still strong healthy moved home started build 1933 stable member riding group family years kept elegance trotted danced trio colt used ride shore unbuilt uncrowded cars approach second world eyesight started fail began weak knees found suitable home american university beirut farm bekaa valley ended days among green pastures lebanon,hamdaniyeh still strong healthy moved home started build 1933 stable member riding group family years kept colt used ride shore cars second world started fail began knees found home american university beirut valley days among lebanon,hamdaniyeh still strong healthy moved home started build 1933 stable member riding group family years kept colt used ride shore cars second world started fail began knees found home american university beirut valley days among lebanon,TRUE,trust,0.047619047619047616,0,0,0.19047619047619047,0,0.42857142857142855,0.047619047619047616,0,0,0.14285714285714285,0.14285714285714285
Antelias,Lebanon,33.91825581,35.58567124,,1940,"    My service to my church which is the Armenian Apostolic Church or also called Gregorian Church, is mostly confined to my professional services.  I was a physician of the Catholicosate and their school.  The first Catholicos I knew and treated was Sahag Catholicos Khabayan.  He was a good man.  He saw lots of suffering; he lived through the Armenian massacres and in 1920 came and established the Armenian [See] in Antilias. The Catholicosate of Antilias started as the Near East Foundation Orphanage. When the orphans grew and were dispersed they sold the grounds for a nominal fee to the Catholicosate.  In this act a great role was played by  President Bayard Dodge, whose father was the head of the Near East and Middle East Relief Foundation. I looked after him (Bayard Doge) for several years and when he was invited to our house in Dhour el Choueir he looked around at our little girls who had come one after the other and said: “Doctor, these girls need a brother.”  God gave us and them a brother.  Bayard Dodge lived to the age of 94 and when he died the oil in the lamp was exhausted.
","    my service to my church which is the armenian apostolic church or also called gregorian church, is mostly confined to my professional services.  i was a physician of the catholicosate and their school.  the first catholicos i knew and treated was sahag catholicos khabayan.  he was a good man.  he saw lots of suffering; he lived through the armenian massacres and in 1920 came and established the armenian [see] in antilias. the catholicosate of antilias started as the near east foundation orphanage. when the orphans grew and were dispersed they sold the grounds for a nominal fee to the catholicosate.  in this act a great role was played by  president bayard dodge, whose father was the head of the near east and middle east relief foundation. i looked after him (bayard doge) for several years and when he was invited to our house in dhour el choueir he looked around at our little girls who had come one after the other and said: “doctor, these girls need a brother.”  god gave us and them a brother.  bayard dodge lived to the age of 94 and when he died the oil in the lamp was exhausted.
","['service', 'church', 'armenian', 'apostolic', 'church', 'also', 'called', 'gregorian', 'church', 'mostly', 'confined', 'professional', 'services', 'physician', 'catholicosate', 'school', 'first', 'catholicos', 'knew', 'treated', 'sahag', 'catholicos', 'khabayan', 'good', 'man', 'saw', 'lots', 'suffering', 'lived', 'armenian', 'massacres', '1920', 'came', 'established', 'armenian', 'see', 'antilias', 'catholicosate', 'antilias', 'started', 'near', 'east', 'foundation', 'orphanage', 'orphans', 'grew', 'dispersed', 'sold', 'grounds', 'nominal', 'fee', 'catholicosate', 'act', 'great', 'role', 'played', 'president', 'bayard', 'dodge', 'whose', 'father', 'head', 'near', 'east', 'middle', 'east', 'relief', 'foundation', 'looked', 'bayard', 'doge', 'several', 'years', 'invited', 'house', 'dhour', 'el', 'choueir', 'looked', 'around', 'little', 'girls', 'come', 'one', 'said', 'doctor', 'girls', 'need', 'brother', 'god', 'gave', 'us', 'brother', 'bayard', 'dodge', 'lived', 'age', '94', 'died', 'oil', 'lamp', 'exhausted']",service church armenian apostolic church also called gregorian church mostly confined professional services physician catholicosate school first catholicos knew treated sahag catholicos khabayan good lots suffering lived armenian massacres 1920 came established armenian antilias catholicosate antilias started near east foundation orphanage orphans grew dispersed sold grounds nominal catholicosate great role played president bayard dodge whose father head near east middle east relief foundation looked bayard doge several years invited house dhour choueir looked around little girls come said doctor girls need brother gave brother bayard dodge lived died lamp exhausted,service church armenian church also called church mostly confined professional services physician catholicosate school first catholicos knew treated sahag catholicos good lots suffering lived armenian massacres 1920 came established armenian antilias catholicosate antilias started near east foundation orphans sold catholicosate great played president bayard dodge whose father head near east middle east relief foundation looked bayard several years invited house dhour choueir looked around little girls come said doctor girls need brother gave brother bayard dodge lived died,service church armenian church also called church mostly confined professional services physician catholicosate school first catholicos knew treated sahag catholicos good lots suffering lived armenian massacres 1920 came established armenian antilias catholicosate antilias started near east foundation orphans sold catholicosate great played president bayard dodge whose father head near east middle east relief foundation looked bayard several years invited house dhour choueir looked around little girls come said doctor girls need brother gave brother bayard dodge lived died,TRUE,trust,0.054545455,0.036363636,0,0.2545454545454545,0.018181818,0.2727272727272727,0.072727273,0.054545455,0.036363636,0.10909090909090909,0.090909091
Antelias,Lebanon,33.91825581,35.58567124,,1977,"     Currently (1977) Antilias has flourished; it has a school which produces scholarly [works] so rare???and America and recently we have a Catholicos Co-adjutor [co-Catholicos, chosen to succeed the Catholicos, in Armenian atoragits], he is a very fine man, he is Catholicos Karekin II Sarkisian.","     currently (1977) antilias has flourished; it has a school which produces scholarly [works] so rare???and america and recently we have a catholicos co-adjutor [co-catholicos, chosen to succeed the catholicos, in armenian atoragits], he is a very fine man, he is catholicos karekin ii sarkisian.","['currently', '1977', 'antilias', 'flourished', 'school', 'produces', 'scholarly', 'works', 'rare', 'america', 'recently', 'catholicos', 'co', 'adjutor', 'co', 'catholicos', 'chosen', 'succeed', 'catholicos', 'armenian', 'atoragits', 'fine', 'man', 'catholicos', 'karekin', 'ii', 'sarkisian']",currently 1977 antilias flourished school produces scholarly works rare america recently catholicos adjutor catholicos chosen succeed catholicos armenian atoragits fine catholicos karekin sarkisian,1977 antilias flourished school rare america recently catholicos catholicos chosen catholicos armenian atoragits fine catholicos karekin,1977 antilias flourished school rare america recently catholicos catholicos chosen catholicos armenian atoragits fine catholicos karekin,TRUE,trust,0,0,0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0,0,0,0.14285714285714285,0.14285714285714285
Antelias,Lebanon,33.91825581,35.58567124,,1983," Oh yes, that was one happy day.  Shushan asked me if I had anything to do in electing a Catholicos.  Yes, I was an active elector of Catholicoses.  After Sahag Catholicos died we had Bedros Sarajian Catholicos who was an old man to begin with.  One day I remembered he made a special mass for the Allied armies, especially for France and the French Consul was there and one week after that he died.
After Sarajian we had a very learned man from Armenia, but at the time he was bishop of North America.  His name was Catholicos Karekin I Hovsepian.
At the time I was the head of the Armenian Central Committee and there were two candidates: one was Karekin Khachadourian of Brazil and the other Karekin Hovsepian of New York.  Everybody’s opinion was the Karekin Hovsepian was the worthier of the two.  He was a prominent scholar.  In fact on his way from Armenia to America he had given a lecture, at West Hall [of the American University of Beirut], on Armenian Church art.  We had met him. I said at that meeting that if you think he is the man, then invite him, but first elect him unanimously.  They said he is getting rather old but we managed to get a unanimous vote for him.  In fact I said something on that occasion.  If somebody comes from Baghdad with my name written [on a piece of paperit] ???and it was Doctor Yeni Komshian, I’ll do whatever I can for him wholeheartedly.  If he comes to me and begins to ask which doctor to go to, in this doctor better than the other one, I would say go to anyone that you like.  If you elect him unanimously, he will come.  And of course he was elected unanimously and he came and before coming he said give me six months to arrange my things and get a little fund so that I can be useful.  I am old but if that is the wish of the Ask [the nation] I will comply.


        One of the happiest days of my life was when we went to Sidon to meet him; he was coming through Jerusalem.  Mr. Henry Pharaoun lent, for the special occasion, his Roles Royce car, and a big group brought him to the church at Antilias; and the minute [he arrived] all the bells rang in the Antilias church, and ourakh ler yegeghetso (an Armenian hymn meaning Happy Hills and a word derived from the word for church = yegeghetsi) was played or sung. Oh it was a [great feeling???].  He conducted service.


        He worked as Catholicos for five years and his days finished."," oh yes, that was one happy day.  shushan asked me if i had anything to do in electing a catholicos.  yes, i was an active elector of catholicoses.  after sahag catholicos died we had bedros sarajian catholicos who was an old man to begin with.  one day i remembered he made a special mass for the allied armies, especially for france and the french consul was there and one week after that he died.
after sarajian we had a very learned man from armenia, but at the time he was bishop of north america.  his name was catholicos karekin i hovsepian.
at the time i was the head of the armenian central committee and there were two candidates: one was karekin khachadourian of brazil and the other karekin hovsepian of new york.  everybody’s opinion was the karekin hovsepian was the worthier of the two.  he was a prominent scholar.  in fact on his way from armenia to america he had given a lecture, at west hall [of the american university of beirut], on armenian church art.  we had met him. i said at that meeting that if you think he is the man, then invite him, but first elect him unanimously.  they said he is getting rather old but we managed to get a unanimous vote for him.  in fact i said something on that occasion.  if somebody comes from baghdad with my name written [on a piece of paperit] ???and it was doctor yeni komshian, i’ll do whatever i can for him wholeheartedly.  if he comes to me and begins to ask which doctor to go to, in this doctor better than the other one, i would say go to anyone that you like.  if you elect him unanimously, he will come.  and of course he was elected unanimously and he came and before coming he said give me six months to arrange my things and get a little fund so that i can be useful.  i am old but if that is the wish of the ask [the nation] i will comply.


        one of the happiest days of my life was when we went to sidon to meet him; he was coming through jerusalem.  mr. henry pharaoun lent, for the special occasion, his roles royce car, and a big group brought him to the church at antilias; and the minute [he arrived] all the bells rang in the antilias church, and ourakh ler yegeghetso (an armenian hymn meaning happy hills and a word derived from the word for church = yegeghetsi) was played or sung. oh it was a [great feeling???].  he conducted service.


        he worked as catholicos for five years and his days finished.","['oh', 'yes', 'one', 'happy', 'day', 'shushan', 'asked', 'anything', 'electing', 'catholicos', 'yes', 'active', 'elector', 'catholicoses', 'sahag', 'catholicos', 'died', 'bedros', 'sarajian', 'catholicos', 'old', 'man', 'begin', 'one', 'day', 'remembered', 'made', 'special', 'mass', 'allied', 'armies', 'especially', 'france', 'french', 'consul', 'one', 'week', 'died', 'sarajian', 'learned', 'man', 'armenia', 'time', 'bishop', 'north', 'america', 'name', 'catholicos', 'karekin', 'hovsepian', 'time', 'head', 'armenian', 'central', 'committee', 'two', 'candidates', 'one', 'karekin', 'khachadourian', 'brazil', 'karekin', 'hovsepian', 'new', 'york', 'everybody', 'opinion', 'karekin', 'hovsepian', 'worthier', 'two', 'prominent', 'scholar', 'fact', 'way', 'armenia', 'america', 'given', 'lecture', 'west', 'hall', 'american', 'university', 'beirut', 'armenian', 'church', 'art', 'met', 'said', 'meeting', 'think', 'man', 'invite', 'first', 'elect', 'unanimously', 'said', 'getting', 'rather', 'old', 'managed', 'get', 'unanimous', 'vote', 'fact', 'said', 'something', 'occasion', 'somebody', 'comes', 'baghdad', 'name', 'written', 'piece', 'paperit', 'doctor', 'yeni', 'komshian', 'whatever', 'wholeheartedly', 'comes', 'begins', 'ask', 'doctor', 'go', 'doctor', 'better', 'one', 'would', 'say', 'go', 'anyone', 'like', 'elect', 'unanimously', 'come', 'course', 'elected', 'unanimously', 'came', 'coming', 'said', 'give', 'six', 'months', 'arrange', 'things', 'get', 'little', 'fund', 'useful', 'old', 'wish', 'ask', 'nation', 'comply', 'one', 'happiest', 'days', 'life', 'went', 'sidon', 'meet', 'coming', 'jerusalem', 'mr', 'henry', 'pharaoun', 'lent', 'special', 'occasion', 'roles', 'royce', 'car', 'big', 'group', 'brought', 'church', 'antilias', 'minute', 'arrived', 'bells', 'rang', 'antilias', 'church', 'ourakh', 'ler', 'yegeghetso', 'armenian', 'hymn', 'meaning', 'happy', 'hills', 'word', 'derived', 'word', 'church', 'yegeghetsi', 'played', 'sung', 'oh', 'great', 'feeling', 'conducted', 'service', 'worked', 'catholicos', 'five', 'years', 'days', 'finished']",happy shushan asked anything electing catholicos active elector catholicoses sahag catholicos died bedros sarajian catholicos begin remembered made special mass allied armies especially france french consul week died sarajian learned armenia time bishop north america name catholicos karekin hovsepian time head armenian central committee candidates karekin khachadourian brazil karekin hovsepian york everybody opinion karekin hovsepian worthier prominent scholar fact armenia america given lecture west hall american university beirut armenian church said meeting think invite first elect unanimously said getting rather managed unanimous vote fact said something occasion somebody comes baghdad name written piece paperit doctor yeni komshian whatever wholeheartedly comes begins doctor doctor better would anyone like elect unanimously come course elected unanimously came coming said give months arrange things little fund useful wish nation comply happiest days life went sidon meet coming jerusalem henry pharaoun lent special occasion roles royce group brought church antilias minute arrived bells rang antilias church ourakh yegeghetso armenian hymn meaning happy hills word derived word church yegeghetsi played sung great feeling conducted service worked catholicos five years days finished,happy shushan asked anything catholicos active sahag catholicos died sarajian catholicos begin made special mass especially france french week died sarajian learned armenia time bishop north america name catholicos karekin hovsepian time head armenian central committee karekin khachadourian karekin hovsepian york everybody opinion karekin hovsepian prominent fact armenia america given west hall american university beirut armenian church said meeting think invite first elect unanimously said getting rather managed fact said something occasion somebody comes baghdad name written piece doctor yeni komshian whatever comes begins doctor doctor better would like elect unanimously come course elected unanimously came coming said give months arrange things little fund useful wish nation happiest days life went sidon meet coming jerusalem special occasion group brought church antilias minute arrived rang antilias church armenian hymn meaning happy hills word derived word church played great feeling service worked catholicos five years days finished,happy shushan asked anything catholicos active sahag catholicos died sarajian catholicos begin made special mass especially france french week died sarajian learned armenia time bishop north america name catholicos karekin hovsepian time head armenian central committee karekin khachadourian karekin hovsepian york everybody opinion karekin hovsepian prominent fact armenia america given west hall american university beirut armenian church said meeting think invite first elect unanimously said getting rather managed fact said something occasion somebody comes baghdad name written piece doctor yeni komshian whatever comes begins doctor doctor better would like elect unanimously come course elected unanimously came coming said give months arrange things little fund useful wish nation happiest days life went sidon meet coming jerusalem special occasion group brought church antilias minute arrived rang antilias church armenian hymn meaning happy hills word derived word church played great feeling service worked catholicos five years days finished,TRUE,trust,0.011111111111111112,0.022222222222222223,0,0.25555555555555554,0.044444444444444446,0.26666666666666666,0.022222222222222223,0.044444444444444446,0.011111111111111112,0.14444444444444443,0.17777777777777778
Antelias,Lebanon,33.91194706,35.59836901,February,1929,"
        Although I had been searching for a wife for 5-6 years, [now upon seeing Helen] it did not take more than six days to be engaged [to her] and to put on her small finger the ring that I had in a romantic spot in Lebanon, in Fawar Antilias.","
        although i had been searching for a wife for 5-6 years, [now upon seeing helen] it did not take more than six days to be engaged [to her] and to put on her small finger the ring that i had in a romantic spot in lebanon, in fawar antilias.","['although', 'searching', 'wife', '5', '6', 'years', 'upon', 'seeing', 'helen', 'take', 'six', 'days', 'engaged', 'put', 'small', 'finger', 'ring', 'romantic', 'spot', 'lebanon', 'fawar', 'antilias']",although searching wife years upon seeing helen take days engaged small finger ring romantic spot lebanon fawar antilias,although wife years upon seeing helen take days engaged small finger ring lebanon fawar antilias,although wife years upon seeing helen take days engaged small finger ring lebanon fawar antilias,TRUE,anticipation,0,0,0,0.2222222222222222,0,0.2222222222222222,0.1111111111111111,0,0,0.2222222222222222,0.2222222222222222
Antelias,Lebanon,33.91194706,35.59836901,February,1930,"And the fourth time I took a taxi for the whole day and we went to the Fawar at Antilias.  And we talked about marriage and engagement and I noticed that she’s willing.  I took my ring from my little finger and put it onto her second finger.  And that was the day of ecstasy.  That was the day of our real happiness.  We were engaged.   I came back and we got married on the 23rd of February, 1930. [no mention of Helen’s hesitations and Dad’s agitation.]","and the fourth time i took a taxi for the whole day and we went to the fawar at antilias.  and we talked about marriage and engagement and i noticed that she’s willing.  i took my ring from my little finger and put it onto her second finger.  and that was the day of ecstasy.  that was the day of our real happiness.  we were engaged.   i came back and we got married on the 23rd of february, 1930. [no mention of helen’s hesitations and dad’s agitation.]","['fourth', 'time', 'took', 'taxi', 'whole', 'day', 'went', 'fawar', 'antilias', 'talked', 'marriage', 'engagement', 'noticed', 'willing', 'took', 'ring', 'little', 'finger', 'put', 'onto', 'second', 'finger', 'day', 'ecstasy', 'day', 'real', 'happiness', 'engaged', 'came', 'back', 'got', 'married', '23rd', 'february', '1930', 'mention', 'helen', 'hesitations', 'dad', 'agitation']",fourth time took taxi whole went fawar antilias talked marriage engagement noticed willing took ring little finger onto second finger ecstasy real happiness engaged came back married 23rd february 1930 mention helen hesitations agitation,fourth time took whole went fawar antilias talked marriage engagement noticed willing took ring little finger second finger ecstasy real happiness engaged came back married february 1930 mention helen,fourth time took whole went fawar antilias talked marriage engagement noticed willing took ring little finger second finger ecstasy real happiness engaged came back married february 1930 mention helen,TRUE,anticipation,0,0.052631579,0,0.15789473684210525,0,0.2631578947368421,0.052631579,0,0,0.21052631578947367,0.2631578947368421
Antelias,Lebanon,33.91194706,35.59836901,February,1929," February is a fine month, it has been good to us.  In February 1929 I got engaged. "," february is a fine month, it has been good to us.  in february 1929 i got engaged. ","['february', 'fine', 'month', 'good', 'us', 'february', '1929', 'got', 'engaged']",february fine month good february 1929 engaged,february fine month good february 1929 engaged,february fine month good february 1929 engaged,TRUE,anticipation,0,0,0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0,0,0,0.2222222222222222,0.2222222222222222
Beirut,Lebanon,33.90971024,35.69075726,,1983,"                                                                                
        My relation with my students have been a great satisfaction in my life.  I come in contact with the medical students in the clinical years; and when they go through three years of clinical medicine it is wonderful to see the change that comes to them.  At first they are raw material, some of them seem to know almost everything that is known in medicine, but gradually, they realize that there are lots of problems in medicine even their teacher does not know.  So I have never looked on any of my students as someone in anyway inferior to me.


        I tried to establish a dialogue between the teacher and student or supposed teacher and student.  I told them in school we are all to learn together.  And sometimes I have learned a great deal from my students. A number of students, who have come in contact with me now, occupy very prominent positions; they are specialists and they call me “maalmi,” my teacher.  It is really a joy to meet them, to talk to them and feel that you have had a part in their growth.  I have had a few of them that I have been the teacher of both the father and the son.  And when I meet them  on campus I usually inquire about their father.","                                                                                
        my relation with my students have been a great satisfaction in my life.  i come in contact with the medical students in the clinical years; and when they go through three years of clinical medicine it is wonderful to see the change that comes to them.  at first they are raw material, some of them seem to know almost everything that is known in medicine, but gradually, they realize that there are lots of problems in medicine even their teacher does not know.  so i have never looked on any of my students as someone in anyway inferior to me.


        i tried to establish a dialogue between the teacher and student or supposed teacher and student.  i told them in school we are all to learn together.  and sometimes i have learned a great deal from my students. a number of students, who have come in contact with me now, occupy very prominent positions; they are specialists and they call me “maalmi,” my teacher.  it is really a joy to meet them, to talk to them and feel that you have had a part in their growth.  i have had a few of them that i have been the teacher of both the father and the son.  and when i meet them  on campus i usually inquire about their father.","['relation', 'students', 'great', 'satisfaction', 'life', 'come', 'contact', 'medical', 'students', 'clinical', 'years', 'go', 'three', 'years', 'clinical', 'medicine', 'wonderful', 'see', 'change', 'comes', 'first', 'raw', 'material', 'seem', 'know', 'almost', 'everything', 'known', 'medicine', 'gradually', 'realize', 'lots', 'problems', 'medicine', 'even', 'teacher', 'know', 'never', 'looked', 'students', 'someone', 'anyway', 'inferior', 'tried', 'establish', 'dialogue', 'teacher', 'student', 'supposed', 'teacher', 'student', 'told', 'school', 'learn', 'together', 'sometimes', 'learned', 'great', 'deal', 'students', 'number', 'students', 'come', 'contact', 'occupy', 'prominent', 'positions', 'specialists', 'call', 'maalmi', 'teacher', 'really', 'joy', 'meet', 'talk', 'feel', 'part', 'growth', 'teacher', 'father', 'son', 'meet', 'campus', 'usually', 'inquire', 'father']",relation students great satisfaction life come contact medical students clinical years three years clinical medicine wonderful change comes first material seem know almost everything known medicine gradually realize lots problems medicine even teacher know never looked students someone anyway inferior tried establish dialogue teacher student supposed teacher student told school learn together sometimes learned great deal students number students come contact occupy prominent positions specialists call maalmi teacher really meet talk feel part growth teacher father meet campus usually inquire father,relation students great satisfaction life come contact medical students clinical years three years clinical medicine wonderful change comes first seem know almost everything known medicine gradually lots problems medicine even teacher know never looked students someone tried establish teacher student supposed teacher student told school learn together sometimes learned great deal students number students come contact prominent positions specialists call teacher really meet talk feel part growth teacher father meet campus usually father,relation students great satisfaction life come contact medical students clinical years three years clinical medicine wonderful change comes first seem know almost everything known medicine gradually lots problems medicine even teacher know never looked students someone tried establish teacher student supposed teacher student told school learn together sometimes learned great deal students number students come contact prominent positions specialists call teacher really meet talk feel part growth teacher father meet campus usually father,TRUE,trust,0.052631579,0,0,0.3157894736842105,0.052631579,0.39473684210526316,0.026315789,0.026315789,0,0.078947368,0.052631579
AUB Farm,Lebanon,33.90971024,35.69075726,,1983,"Besides my own family, the man who has influenced my life was Dr. William Van Dyke, who called himself Professor or student of Zoology, but he really knew a great deal of medicine and was also a philosopher. He befriended me.  I was his student.  When I finished my studies he would take my advice to look after his sister and his wife sometimes he asked my opinion.  He taught me many many things, but one thing is set permanently in my life and that is the proportional value of things.  What is proportional value of the things?  That is the essence of wisdom he used to say. The things are important but how they compare with other things. (...). I would mention it as the ability to put the accent (emphasis) in the right place; there are some people who talk about trivialities with the same emphasis as they talk about high supreme values in life.  He would think of comparing things and giving priority to the essentials.  I have tried to do that all the time, all my life.  I do not know what is the essential thing in life (compare it) but essential things are: virtue, rectitude, fair dealing, relation with other people, and how to behave and conduct yourself under difficult situations.  I had many difficult situations, and I used to go to him (Dr. Van Dyke) for advice and he invariably gave me advice that was helpful.  I have a number of letters from him; I cannot go over them, I cannot sort them out, but later on if they want to go over my papers and letters I wish they would keep some of the letters of Van Dyke because they are real valuable things. ","besides my own family, the man who has influenced my life was dr. william van dyke, who called himself professor or student of zoology, but he really knew a great deal of medicine and was also a philosopher. he befriended me.  i was his student.  when i finished my studies he would take my advice to look after his sister and his wife sometimes he asked my opinion.  he taught me many many things, but one thing is set permanently in my life and that is the proportional value of things.  what is proportional value of the things?  that is the essence of wisdom he used to say. the things are important but how they compare with other things. (...). i would mention it as the ability to put the accent (emphasis) in the right place; there are some people who talk about trivialities with the same emphasis as they talk about high supreme values in life.  he would think of comparing things and giving priority to the essentials.  i have tried to do that all the time, all my life.  i do not know what is the essential thing in life (compare it) but essential things are: virtue, rectitude, fair dealing, relation with other people, and how to behave and conduct yourself under difficult situations.  i had many difficult situations, and i used to go to him (dr. van dyke) for advice and he invariably gave me advice that was helpful.  i have a number of letters from him; i cannot go over them, i cannot sort them out, but later on if they want to go over my papers and letters i wish they would keep some of the letters of van dyke because they are real valuable things. ","['besides', 'family', 'man', 'influenced', 'life', 'dr', 'william', 'van', 'dyke', 'called', 'professor', 'student', 'zoology', 'really', 'knew', 'great', 'deal', 'medicine', 'also', 'philosopher', 'befriended', 'student', 'finished', 'studies', 'would', 'take', 'advice', 'look', 'sister', 'wife', 'sometimes', 'asked', 'opinion', 'taught', 'many', 'many', 'things', 'one', 'thing', 'set', 'permanently', 'life', 'proportional', 'value', 'things', 'proportional', 'value', 'things', 'essence', 'wisdom', 'used', 'say', 'things', 'important', 'compare', 'things', 'would', 'mention', 'ability', 'put', 'accent', 'emphasis', 'right', 'place', 'people', 'talk', 'trivialities', 'emphasis', 'talk', 'high', 'supreme', 'values', 'life', 'would', 'think', 'comparing', 'things', 'giving', 'priority', 'essentials', 'tried', 'time', 'life', 'know', 'essential', 'thing', 'life', 'compare', 'essential', 'things', 'virtue', 'rectitude', 'fair', 'dealing', 'relation', 'people', 'behave', 'conduct', 'difficult', 'situations', 'many', 'difficult', 'situations', 'used', 'go', 'dr', 'van', 'dyke', 'advice', 'invariably', 'gave', 'advice', 'helpful', 'number', 'letters', 'cannot', 'go', 'cannot', 'sort', 'later', 'want', 'go', 'papers', 'letters', 'wish', 'would', 'keep', 'letters', 'van', 'dyke', 'real', 'valuable', 'things']",besides family influenced life william dyke called professor student zoology really knew great deal medicine also philosopher befriended student finished studies would take advice look sister wife sometimes asked opinion taught many many things thing permanently life proportional value things proportional value things essence wisdom used things important compare things would mention ability accent emphasis right place people talk trivialities emphasis talk high supreme values life would think comparing things giving priority essentials tried time life know essential thing life compare essential things virtue rectitude fair dealing relation people behave conduct difficult situations many difficult situations used dyke advice invariably gave advice helpful number letters cannot cannot sort later want papers letters wish would keep letters dyke real valuable things,besides family life william dyke called professor student really knew great deal medicine also befriended student finished studies would take advice look sister wife sometimes asked opinion taught many many things thing life proportional value things proportional value things used things important compare things would mention ability accent emphasis right place people talk emphasis talk high supreme life would think things giving essentials tried time life know essential thing life compare essential things fair relation people difficult situations many difficult situations used dyke advice gave advice number letters later want papers letters wish would keep letters dyke real things,besides family life william dyke called professor student really knew great deal medicine also befriended student finished studies would take advice look sister wife sometimes asked opinion taught many many things thing life proportional value things proportional value things used things important compare things would mention ability accent emphasis right place people talk emphasis talk high supreme life would think things giving essentials tried time life know essential thing life compare essential things fair relation people difficult situations many difficult situations used dyke advice gave advice number letters later want papers letters wish would keep letters dyke real things,TRUE,trust,0.054054054,0,0,0.32432432432432434,0.027027027,0.4864864864864865,0,0,0,0.054054054,0.054054054
Beirut,Lebanon,33.90971024,35.69075726,,1983,"    Both as a teacher and as a physician, I have tried to make friends with the people who were sick and with my students.  I believe when a sick man comes to you for advise, for treatment, he is paying you a complement.  He is giving himself to your judgment so you have got to come close to him.  And if possible, don’t fail.  I have had friends as patients for three or four generations.","    both as a teacher and as a physician, i have tried to make friends with the people who were sick and with my students.  i believe when a sick man comes to you for advise, for treatment, he is paying you a complement.  he is giving himself to your judgment so you have got to come close to him.  and if possible, don’t fail.  i have had friends as patients for three or four generations.","['teacher', 'physician', 'tried', 'make', 'friends', 'people', 'sick', 'students', 'believe', 'sick', 'man', 'comes', 'advise', 'treatment', 'paying', 'complement', 'giving', 'judgment', 'got', 'come', 'close', 'possible', 'fail', 'friends', 'patients', 'three', 'four', 'generations']",teacher physician tried make friends people sick students believe sick comes advise treatment paying complement giving judgment come close possible fail friends patients three four generations,teacher physician tried make friends people sick students believe sick comes treatment giving come close possible fail friends patients three four generations,teacher physician tried make friends people sick students believe sick comes treatment giving come close possible fail friends patients three four generations,TRUE,trust,0,0,0,0.23809523809523808,0.095238095,0.2857142857142857,0.095238095,0.095238095,0.095238095,0.047619047619047616,0.047619047619047616
